conf/sigmod/AbadiC02;f2Lea-RN8dsJ
3zbpGI3YqXUJ;kQOOd6RAo1AJ
3zbpGI3YqXUJ;rWfbcLnj7_YJ
3zbpGI3YqXUJ;xhXJfYv1MPwJ
GiEo36f1syYJ;kQOOd6RAo1AJ
GiEo36f1syYJ;rWfbcLnj7_YJ
GiEo36f1syYJ;xhXJfYv1MPwJ
kQOOd6RAo1AJ;rWfbcLnj7_YJ
kQOOd6RAo1AJ;xhXJfYv1MPwJ
rWfbcLnj7_YJ;xhXJfYv1MPwJ
journals/sigmod/AtkinsonDJPS96;5tuINV43CDUJ
journals/sigmod/AtkinsonDJPS96;JHVWab3P4zIJ
journals/sigmod/AtkinsonDJPS96;OgBSNzmsvHUJ
journals/sigmod/AtkinsonDJPS96;qiD9O54GtckJ
journals/sigmod/AtkinsonDJPS96;yfjKkIhvfXcJ
5tuINV43CDUJ;JHVWab3P4zIJ
5tuINV43CDUJ;OgBSNzmsvHUJ
5tuINV43CDUJ;qiD9O54GtckJ
5tuINV43CDUJ;yfjKkIhvfXcJ
JHVWab3P4zIJ;OgBSNzmsvHUJ
JHVWab3P4zIJ;qiD9O54GtckJ
JHVWab3P4zIJ;yfjKkIhvfXcJ
OgBSNzmsvHUJ;qiD9O54GtckJ
OgBSNzmsvHUJ;yfjKkIhvfXcJ
qiD9O54GtckJ;yfjKkIhvfXcJ
journals/sigmod/AtzeniM98;HtxGbMkTXdsJ
journals/sigmod/AtzeniM98;wt2W1fPudfIJ
HtxGbMkTXdsJ;wt2W1fPudfIJ
journals/sigmod/AtzeniMM97;9CDasz2P9wsJ
journals/sigmod/AtzeniMM97;Hdq-Mlh3fcMJ
journals/sigmod/AtzeniMM97;Mb78Vc7skzMJ
journals/sigmod/AtzeniMM97;SSqU8_W13nIJ
9CDasz2P9wsJ;Hdq-Mlh3fcMJ
9CDasz2P9wsJ;Mb78Vc7skzMJ
9CDasz2P9wsJ;SSqU8_W13nIJ
Hdq-Mlh3fcMJ;Mb78Vc7skzMJ
Hdq-Mlh3fcMJ;SSqU8_W13nIJ
Mb78Vc7skzMJ;SSqU8_W13nIJ
journals/sigmod/BaaderJN97;dr4SzOhnLB8J
journals/sigmod/BaaderJN97;SxT807RR-NsJ
journals/sigmod/BaaderJN97;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D274461%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
dr4SzOhnLB8J;SxT807RR-NsJ
dr4SzOhnLB8J;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D274461%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
SxT807RR-NsJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D274461%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BabuW01;EWzSBh-jV3IJ
journals/sigmod/BabuW01;kGjvvtQzEtAJ
journals/sigmod/BabuW01;KJ26gUP0PyIJ
journals/sigmod/BabuW01;VLOGPMjpyZ0J
EWzSBh-jV3IJ;kGjvvtQzEtAJ
EWzSBh-jV3IJ;KJ26gUP0PyIJ
EWzSBh-jV3IJ;VLOGPMjpyZ0J
kGjvvtQzEtAJ;KJ26gUP0PyIJ
kGjvvtQzEtAJ;VLOGPMjpyZ0J
KJ26gUP0PyIJ;VLOGPMjpyZ0J
journals/sigmod/Baeza-YatesN96;1avO1fqtQ6QJ
journals/sigmod/Baeza-YatesN96;5XWWxb87_74J
journals/sigmod/Baeza-YatesN96;cvchvz9-m_oJ
journals/sigmod/Baeza-YatesN96;W3NucQtmzesJ
1avO1fqtQ6QJ;5XWWxb87_74J
1avO1fqtQ6QJ;cvchvz9-m_oJ
1avO1fqtQ6QJ;W3NucQtmzesJ
5XWWxb87_74J;cvchvz9-m_oJ
5XWWxb87_74J;W3NucQtmzesJ
cvchvz9-m_oJ;W3NucQtmzesJ
journals/sigmod/BallMRZ02;Mfc9xsb7BuQJ
journals/sigmod/Barbara01;U8tEHzJ2Xj0J
journals/sigmod/BarbaraBFLS94;dgFX6qIJoX8J
journals/sigmod/BarbaraBFLS94;sF4xdH31mDAJ
journals/sigmod/BarbaraBFLS94;url:http://portal.acm.org/citation.cfm%3Fid%3D187455
journals/sigmod/BarbaraBFLS94;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187455%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
dgFX6qIJoX8J;sF4xdH31mDAJ
dgFX6qIJoX8J;url:http://portal.acm.org/citation.cfm%3Fid%3D187455
dgFX6qIJoX8J;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187455%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
sF4xdH31mDAJ;url:http://portal.acm.org/citation.cfm%3Fid%3D187455
sF4xdH31mDAJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187455%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
url:http://portal.acm.org/citation.cfm%3Fid%3D187455;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187455%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BarbaraCJW01;asukNMVeZZYJ
journals/sigmod/BarbaraCJW01;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604268%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
asukNMVeZZYJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604268%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BarbaraS97;iOxtnjbC4SEJ
journals/sigmod/BarbaraS97;Iw5bYR098o4J
journals/sigmod/BarbaraS97;l72i358_vjYJ
iOxtnjbC4SEJ;Iw5bYR098o4J
iOxtnjbC4SEJ;l72i358_vjYJ
Iw5bYR098o4J;l72i358_vjYJ
journals/sigmod/BarclayBGS94;v1aol6mmLdMJ
journals/sigmod/BarclayBGS94;wPhDoeiINQsJ
v1aol6mmLdMJ;wPhDoeiINQsJ
journals/sigmod/BargaL02;fY3kkkzBLw8J
journals/sigmod/BargaL02;QTzV3iNq2O8J
fY3kkkzBLw8J;QTzV3iNq2O8J
journals/sigmod/BawaCCDGGKMSSVY03;7gJjI63FlyYJ
journals/sigmod/BergamaschiCV99;4C9A2HGs4qsJ
journals/sigmod/BergamaschiCV99;iiyN4FT7v90J
journals/sigmod/BergamaschiCV99;rIm9uDX6PHUJ
4C9A2HGs4qsJ;iiyN4FT7v90J
4C9A2HGs4qsJ;rIm9uDX6PHUJ
iiyN4FT7v90J;rIm9uDX6PHUJ
journals/sigmod/BerndtssonH96;8Dj_i69XP60J
journals/sigmod/BerndtssonH96;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381889%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
8Dj_i69XP60J;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381889%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/Bernstein98;AYEI8XDoY9wJ
journals/sigmod/Bernstein98;qCvPRNWJZNEJ
journals/sigmod/Bernstein98;URFS1MVWtREJ
AYEI8XDoY9wJ;qCvPRNWJZNEJ
AYEI8XDoY9wJ;URFS1MVWtREJ
qCvPRNWJZNEJ;URFS1MVWtREJ
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;CuNhtOboaGoJ
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;kAF15fIKHRUJ
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;oFiEYaenxe4J
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;qegvGp8SWyMJ
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;SRemicnI-ncJ
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;Syu5W-3uFFAJ
CuNhtOboaGoJ;kAF15fIKHRUJ
CuNhtOboaGoJ;oFiEYaenxe4J
CuNhtOboaGoJ;qegvGp8SWyMJ
CuNhtOboaGoJ;SRemicnI-ncJ
CuNhtOboaGoJ;Syu5W-3uFFAJ
kAF15fIKHRUJ;oFiEYaenxe4J
kAF15fIKHRUJ;qegvGp8SWyMJ
kAF15fIKHRUJ;SRemicnI-ncJ
kAF15fIKHRUJ;Syu5W-3uFFAJ
oFiEYaenxe4J;qegvGp8SWyMJ
oFiEYaenxe4J;SRemicnI-ncJ
oFiEYaenxe4J;Syu5W-3uFFAJ
qegvGp8SWyMJ;SRemicnI-ncJ
qegvGp8SWyMJ;Syu5W-3uFFAJ
SRemicnI-ncJ;Syu5W-3uFFAJ
journals/sigmod/BernsteinDK99;MsK0xHsckUIJ
journals/sigmod/BernsteinDK99;ne7WhiSL9QYJ
journals/sigmod/BernsteinDK99;Ye5fTBiMoUwJ
MsK0xHsckUIJ;ne7WhiSL9QYJ
MsK0xHsckUIJ;Ye5fTBiMoUwJ
ne7WhiSL9QYJ;Ye5fTBiMoUwJ
journals/sigmod/BernsteinHP00;FFzJxlpy6TsJ
journals/sigmod/BernsteinHP00;oHXkI3GgweIJ
journals/sigmod/BernsteinHP00;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D369289%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
FFzJxlpy6TsJ;oHXkI3GgweIJ
FFzJxlpy6TsJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D369289%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
oHXkI3GgweIJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D369289%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BerraNT95;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202670%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BertinoEH01;Rba70P6SqQYJ
journals/sigmod/BertinoEH01;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D373684%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
Rba70P6SqQYJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D373684%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BertinoEH03;4m-WmWU5iGYJ
journals/sigmod/Bertram94;qaSgL5tVq1AJ
journals/sigmod/Bestavros96;Q2y53UR0g6oJ
journals/sigmod/BestavrosLS96;RalvsjDuKzsJ
journals/sigmod/BhargavaAP95;ALJ4TObSDlIJ
journals/sigmod/BhargavaAP95;Sql66UDiVnwJ
ALJ4TObSDlIJ;Sql66UDiVnwJ
journals/sigmod/Bhashyam96;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245908%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BichlerSZ98;fQNdA5cjapAJ
journals/sigmod/BichlerSZ98;goq6Z9bDeSsJ
fQNdA5cjapAJ;goq6Z9bDeSsJ
journals/sigmod/BilirisP96;fu9j50Kk4Y4J
journals/sigmod/Bohlen95;43K14Y5xa0YJ
journals/sigmod/Bohlen95;LwKKzfi_MpUJ
journals/sigmod/Bohlen95;OE9R26sjxoUJ
journals/sigmod/Bohlen95;v5P_NFXdOR8J
journals/sigmod/Bohlen95;WnwPjh0a0twJ
43K14Y5xa0YJ;LwKKzfi_MpUJ
43K14Y5xa0YJ;OE9R26sjxoUJ
43K14Y5xa0YJ;v5P_NFXdOR8J
43K14Y5xa0YJ;WnwPjh0a0twJ
LwKKzfi_MpUJ;OE9R26sjxoUJ
LwKKzfi_MpUJ;v5P_NFXdOR8J
LwKKzfi_MpUJ;WnwPjh0a0twJ
OE9R26sjxoUJ;v5P_NFXdOR8J
OE9R26sjxoUJ;WnwPjh0a0twJ
v5P_NFXdOR8J;WnwPjh0a0twJ
journals/sigmod/BohmR94;GXApzwcGl78J
journals/sigmod/BohmR94;wLNJcNvsulkJ
GXApzwcGl78J;wLNJcNvsulkJ
journals/sigmod/BollKB98;IBg3vuolFUwJ
journals/sigmod/BonifatiC00;EP5trsliqVMJ
journals/sigmod/BonifatiC00;hBGcwElxNoQJ
journals/sigmod/BonifatiC00;RR-e0fkaniQJ
journals/sigmod/BonifatiC00;XCdMiXLp41IJ
EP5trsliqVMJ;hBGcwElxNoQJ
EP5trsliqVMJ;RR-e0fkaniQJ
EP5trsliqVMJ;XCdMiXLp41IJ
hBGcwElxNoQJ;RR-e0fkaniQJ
hBGcwElxNoQJ;XCdMiXLp41IJ
RR-e0fkaniQJ;XCdMiXLp41IJ
journals/sigmod/BonnetBDL03;aovCRhocZUcJ
journals/sigmod/BorgidaCS98;iPbD7vPHzgYJ
journals/sigmod/BorgidaCS98;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290595%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
iPbD7vPHzgYJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290595%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BoscMP01;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D373708%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BoscMP01;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959085%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D373708%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959085%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BoucelmaCGJLL02;I9JXY0-R4GgJ
journals/sigmod/BoulosO99;0mk_QzaJKHEJ
journals/sigmod/BoulosO99;yzbCsw2erkcJ
0mk_QzaJKHEJ;yzbCsw2erkcJ
journals/sigmod/BrunieK96;spI2g7jFHuYJ
journals/sigmod/BuchnerM98;-3LEFj2dY-UJ
journals/sigmod/BuchnerM98;4J5CvdomBmsJ
journals/sigmod/BuchnerM98;dkWnTbi9xnEJ
journals/sigmod/BuchnerM98;PF-rFkrW2nIJ
journals/sigmod/BuchnerM98;SZwq84m3bGYJ
journals/sigmod/BuchnerM98;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D306124%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
-3LEFj2dY-UJ;4J5CvdomBmsJ
-3LEFj2dY-UJ;dkWnTbi9xnEJ
-3LEFj2dY-UJ;PF-rFkrW2nIJ
-3LEFj2dY-UJ;SZwq84m3bGYJ
-3LEFj2dY-UJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D306124%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
4J5CvdomBmsJ;dkWnTbi9xnEJ
4J5CvdomBmsJ;PF-rFkrW2nIJ
4J5CvdomBmsJ;SZwq84m3bGYJ
4J5CvdomBmsJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D306124%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
dkWnTbi9xnEJ;PF-rFkrW2nIJ
dkWnTbi9xnEJ;SZwq84m3bGYJ
dkWnTbi9xnEJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D306124%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
PF-rFkrW2nIJ;SZwq84m3bGYJ
PF-rFkrW2nIJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D306124%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
SZwq84m3bGYJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D306124%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/BunemanLSTW94;eKF1zVNKP0gJ
journals/sigmod/BunemanLSTW94;GruVHotOoPQJ
journals/sigmod/BunemanLSTW94;lkreWUl_euYJ
journals/sigmod/BunemanLSTW94;q8MxrLeFlz8J
eKF1zVNKP0gJ;GruVHotOoPQJ
eKF1zVNKP0gJ;lkreWUl_euYJ
eKF1zVNKP0gJ;q8MxrLeFlz8J
GruVHotOoPQJ;lkreWUl_euYJ
GruVHotOoPQJ;q8MxrLeFlz8J
lkreWUl_euYJ;q8MxrLeFlz8J
journals/sigmod/BunemanRU97;5qg4BNiroqMJ
journals/sigmod/BunemanRU97;lgCzXE4LjkIJ
journals/sigmod/BunemanRU97;V6CmNS2__nUJ
5qg4BNiroqMJ;lgCzXE4LjkIJ
5qg4BNiroqMJ;V6CmNS2__nUJ
lgCzXE4LjkIJ;V6CmNS2__nUJ
journals/sigmod/BurtonM98;gCsPS_1fwmYJ
journals/sigmod/BurtonM98;LOXd8JPfhpwJ
gCsPS_1fwmYJ;LOXd8JPfhpwJ
journals/sigmod/Bussche00;abRCzV130REJ
journals/sigmod/Bussche00;CER66z1lh0MJ
abRCzV130REJ;CER66z1lh0MJ
journals/sigmod/Bussler02;Phcd3C1cfLcJ
journals/sigmod/BusslerFM02;m56HUW18JKAJ
journals/sigmod/BusslerFM02;MkHxLPaNdqoJ
journals/sigmod/BusslerFM02;NvS2ZIeX3MUJ
journals/sigmod/BusslerFM02;ql3mj0XUchsJ
journals/sigmod/BusslerFM02;RaOQG4YyzM4J
m56HUW18JKAJ;MkHxLPaNdqoJ
m56HUW18JKAJ;NvS2ZIeX3MUJ
m56HUW18JKAJ;ql3mj0XUchsJ
m56HUW18JKAJ;RaOQG4YyzM4J
MkHxLPaNdqoJ;NvS2ZIeX3MUJ
MkHxLPaNdqoJ;ql3mj0XUchsJ
MkHxLPaNdqoJ;RaOQG4YyzM4J
NvS2ZIeX3MUJ;ql3mj0XUchsJ
NvS2ZIeX3MUJ;RaOQG4YyzM4J
ql3mj0XUchsJ;RaOQG4YyzM4J
journals/sigmod/ButtlerCCFHLPRX02;JScvAMYcsmoJ
journals/sigmod/CabreraLM01;b201QeqnlNkJ
journals/sigmod/CaleroPR03;zWoRcQffsq8J
journals/sigmod/CalvaneseGLV03;pGcIRyDyFG8J
journals/sigmod/CampbellEM03;N9u28V6NZTIJ
journals/sigmod/CampbellEM03;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D777002%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
N9u28V6NZTIJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D777002%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/Camps02;JclQFC-1s18J
journals/sigmod/Camps96;mDj9X3EN9ycJ
journals/sigmod/CaplinskasEV02;Axu6UlX-pPYJ
journals/sigmod/CaplinskasEV02;MH0RCZvsQ1cJ
journals/sigmod/CaplinskasEV02;OhiGJ7Gy3KgJ
journals/sigmod/CaplinskasEV02;url:http://portal.acm.org/citation.cfm%3Fid%3D507338.507367%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/CaplinskasEV02;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507367%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
Axu6UlX-pPYJ;MH0RCZvsQ1cJ
Axu6UlX-pPYJ;OhiGJ7Gy3KgJ
Axu6UlX-pPYJ;url:http://portal.acm.org/citation.cfm%3Fid%3D507338.507367%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
Axu6UlX-pPYJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507367%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
MH0RCZvsQ1cJ;OhiGJ7Gy3KgJ
MH0RCZvsQ1cJ;url:http://portal.acm.org/citation.cfm%3Fid%3D507338.507367%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
MH0RCZvsQ1cJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507367%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
OhiGJ7Gy3KgJ;url:http://portal.acm.org/citation.cfm%3Fid%3D507338.507367%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
OhiGJ7Gy3KgJ;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507367%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
url:http://portal.acm.org/citation.cfm%3Fid%3D507338.507367%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507367%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/Cardelli01;UYAoi4DYOXUJ
journals/sigmod/CareyS99;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310071%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/CarmelMS01;bolov3CrMYwJ
journals/sigmod/CarmelMS01;hB-ZA0wX-fsJ
bolov3CrMYwJ;hB-ZA0wX-fsJ
journals/sigmod/CasatiDS00;jPx0tvkJ-fUJ
journals/sigmod/CasatiDS00;pJsnj7fi9LIJ
jPx0tvkJ-fUJ;pJsnj7fi9LIJ
journals/sigmod/CatarciC96;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245888%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/CeriFP99;mr8XDkQ7adAJ
journals/sigmod/CeriFP99;zCbDZVfxWhAJ
mr8XDkQ7adAJ;zCbDZVfxWhAJ
journals/sigmod/CeriKKLOSV00;nLbW09uNfmsJ
journals/sigmod/Cetintemel01;CAKcsKXFoCoJ
journals/sigmod/ChakravarthyAEFO03;url:http://portal.acm.org/citation.cfm%3Fid%3D641006
journals/sigmod/ChakravarthyAEFO03;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D641006%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
url:http://portal.acm.org/citation.cfm%3Fid%3D641006;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D641006%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/Chang03;B55TCVoUsnoJ
journals/sigmod/ChangASS98;CPzROuDNZqgJ
journals/sigmod/ChangASS98;srJr-8rCZ4YJ
CPzROuDNZqgJ;srJr-8rCZ4YJ
journals/sigmod/ChangGKRS98;5FiyBEZ3v70J
journals/sigmod/ChangGKRS98;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290607%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
5FiyBEZ3v70J;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290607%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/Chaudhri95;DY6x1fDAy9EJ
journals/sigmod/Chaudhri98;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D273247%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
journals/sigmod/ChaudhuriD97;1oCTwvC32jkJ
journals/sigmod/ChaudhuriD97;6YgzNu3UQqMJ
journals/sigmod/ChaudhuriD97;d7vY6vDq_7EJ
journals/sigmod/ChaudhuriD97;IdNPV86IxM0J
journals/sigmod/ChaudhuriD97;jsapF3OoWXcJ
journals/sigmod/ChaudhuriD97;LROAexi_0UEJ
journals/sigmod/ChaudhuriD97;mzlMwJTYaDcJ
journals/sigmod/ChaudhuriD97;oahM5itk_dAJ
journals/sigmod/ChaudhuriD97;oXTd748VmwMJ
journals/sigmod/ChaudhuriD97;PiSKQ2TBfisJ
journals/sigmod/ChaudhuriD97;P-TOW5Z1snMJ
journals/sigmod/ChaudhuriD97;Tagq11E6HfAJ
journals/sigmod/ChaudhuriD97;zlbJ-7JZdP0J
journals/sigmod/ChaudhuriD97;zO0DfwHqXKUJ
1oCTwvC32jkJ;6YgzNu3UQqMJ
1oCTwvC32jkJ;d7vY6vDq_7EJ
1oCTwvC32jkJ;IdNPV86IxM0J
1oCTwvC32jkJ;jsapF3OoWXcJ
1oCTwvC32jkJ;LROAexi_0UEJ
1oCTwvC32jkJ;mzlMwJTYaDcJ
1oCTwvC32jkJ;oahM5itk_dAJ
1oCTwvC32jkJ;oXTd748VmwMJ
1oCTwvC32jkJ;PiSKQ2TBfisJ
1oCTwvC32jkJ;P-TOW5Z1snMJ
1oCTwvC32jkJ;Tagq11E6HfAJ
1oCTwvC32jkJ;zlbJ-7JZdP0J
1oCTwvC32jkJ;zO0DfwHqXKUJ
6YgzNu3UQqMJ;d7vY6vDq_7EJ
6YgzNu3UQqMJ;IdNPV86IxM0J
6YgzNu3UQqMJ;jsapF3OoWXcJ
6YgzNu3UQqMJ;LROAexi_0UEJ
6YgzNu3UQqMJ;mzlMwJTYaDcJ
6YgzNu3UQqMJ;oahM5itk_dAJ
6YgzNu3UQqMJ;oXTd748VmwMJ
6YgzNu3UQqMJ;PiSKQ2TBfisJ
6YgzNu3UQqMJ;P-TOW5Z1snMJ
6YgzNu3UQqMJ;Tagq11E6HfAJ
6YgzNu3UQqMJ;zlbJ-7JZdP0J
6YgzNu3UQqMJ;zO0DfwHqXKUJ
d7vY6vDq_7EJ;IdNPV86IxM0J
d7vY6vDq_7EJ;jsapF3OoWXcJ
d7vY6vDq_7EJ;LROAexi_0UEJ
d7vY6vDq_7EJ;mzlMwJTYaDcJ
